og_eccentricity,og_contrast,og_q,eccentricity,baseContrast,contrastDelta,q,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,win_size,block_breaks,instructions.started,instruction_txt.started,continue_txt_2.started,instructions.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,fix.started,signed_contrast,leftCont,rightCont,fixation_2.started,fixation_2.stopped,fix.stopped,trial.started,fixation.started,grating_l.started,grating_r.started,dot.started,mouse.started,sound_trial_start.started,sound_trial_start.stopped,reaction_time,response_time,trial.stopped,correct,timeout,dot_trajectory,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,feedback.started,feedback_sound.started,fixation_obj_2.started,feedback_sound.stopped,fixation_obj_2.stopped,feedback.stopped,block_break.started,prova_time,break_text.started,countdown.started,break_text.stopped,countdown.stopped,block_break.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,[2880 1800],y,0.04698870796710253,0.05979441700037569,0.05979441700037569,0.7003524999599904,[-2.6276358989048765],[4.5740328610566365],[1],[0],[0],[0.6529167919652537],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274053,2024-04-15_15h03.02.279,pedestal_cursor_ibl,2023.2.3,None,2024-04-15 15h03.11.487997 +0200,
-35,1,0.61010396,-15,0.5,0.2,0.61010396,0,0,0,0,,,,,0.8096584579907358,,,,,,,,,,,,,,,0.7929518750170246,-0.19999999999999996,0.7,0.5,0.8096584579907358,1.4316159170120955,1.409725832985714,1.4097501250216737,1.4316159170120955,1.4316159170120955,1.4316159170120955,1.4316159170120955,0.009861125028692186,1.4257224166688198,1.5263628750108182,459,622,2.032883249921724,1,0,"[-15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -14.805360303784823, -14.805360303784823, -14.562060683515856, -14.221441215139297, -13.832161822708944, -13.394222506224798, -12.421024025148917, -11.350505695965449, -10.085347670566803, -8.868849569221954, -7.6523514678771045, -7.117092303285372, -5.073375493026022, -5.073375493026022, -3.175638454928056, -3.175638454928056, -1.5212010370990594, -0.8886220243997354, -0.8886220243997354, -0.2560430117004167, 0.6684955453216705]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19463969621517604, 0.19463969621517604, 0.4379393164841461, 0.7785587848607042, 1.1678381772910562, 1.6057774937752023, 2.5789759748510828, 3.6494943040345507, 4.914652329433195, 6.131150430778045, 7.3476485321228955, 7.882907696714629, 9.926624506973978, 9.926624506973978, 11.824361545071945, 11.824361545071945, 13.47879896290094, 14.111377975600265, 14.111377975600265, 14.743956988299583, 15.66849554532167]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04865992405379401, -0.09731984810758802, -0.19463969621517604, -0.24329962026897006, -0.3406194683765581, -0.3406194683765581, -0.4379393164841461, -0.4379393164841461, -0.4379393164841461, -0.4379393164841461, -0.4379393164841461, -0.4379393164841461, -0.4379393164841461, -0.4379393164841461, -0.4379393164841461, -0.4379393164841461, -0.4379393164841461]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00026916596107184887, 0.011512457975186408, 0.02147000003606081, 0.02813291596248746, 0.03776870795991272, 0.044402958010323346, 0.05489866598509252, 0.061772875022143126, 0.07127874996513128, 0.07789095805492252, 0.08743333304300904, 0.09423429099842906, 0.10598274995572865, 0.11243029101751745, 0.12099679105449468, 0.1277040409622714, 0.13808287505526096, 0.1446522909682244, 0.15438475005794317, 0.16097304096911103, 0.1715608750237152, 0.17818783305119723, 0.18805133306887, 0.19467783300206065, 0.2047907500527799, 0.21134308306500316, 0.22298954101279378, 0.22985391598194838, 0.23740924999583513, 0.24393795803189278, 0.254694166011177, 0.26136554102413356, 0.2729616250144318, 0.28038091596681625, 0.2876872500637546, 0.2942662499845028, 0.3042781660333276, 0.3111043330281973, 0.3213877499802038, 0.3283560409909114, 0.3397105409530923, 0.34741445805411786, 0.3539763749577105, 0.3604888749541715, 0.37318683299236, 0.38057370798196644, 0.38727900001686066, 0.39372633304446936, 0.4068268750561401, 0.4141619160072878, 0.42069649999029934, 0.42718791600782424, 0.44116291601676494, 0.44856895797420293, 0.4555373750627041, 0.4625190830556676, 0.47095320804510266, 0.4780723750591278, 0.4881374159594998, 0.4952374160056934, 0.5042964160675183, 0.5112584580201656, 0.5214592500124127, 0.5284430000465363, 0.5383123749634251, 0.5453221660573035, 0.5548325000563636, 0.5615080000134185, 0.5734080830588937, 0.5801081249956042, 0.5869963329751045, 0.5935250830370933, 0.6051420000148937, 0.6115025000181049]",2.0343351250048727,2.0485407086710135,2.048952291952446,2.2549112919950858,3.0446547919418663,3.0324412499321625,,,,,,,,274053,2024-04-15_15h03.02.279,pedestal_cursor_ibl,2023.2.3,None,2024-04-15 15h03.11.487997 +0200,
-35,0.125,0.60337632,-15,0.5,0.05,0.60337632,0,1,1,1,,,,,3.0446547919418663,,,,,,,,,,,,,,,3.0327137919375673,-0.050000000000000044,0.55,0.5,3.0446547919418663,3.6487956669880077,3.6323716669576243,3.632402207935229,3.6487956669880077,3.6487956669880077,3.6487956669880077,3.6487956669880077,0.007639665971510112,3.6486402085904652,3.7429527919739485,292,383,4.016053208033554,1,0,"[-15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -14.951340075946208, -14.61072060756965, -14.172781291085501, -13.783501898655151, -13.150922885955827, -12.08040455677236, -10.815246531373713, -7.749671315984692, -7.749671315984692, -4.343476632219112, -4.343476632219112, 1.3497344820747865]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04865992405379401, 0.3892793924303521, 0.8272187089144982, 1.2164981013448501, 1.8490771140441726, 2.9195954432276405, 4.184753468626285, 7.250328684015308, 7.250328684015308, 10.656523367780888, 10.656523367780888, 16.349734482074787]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04865992405379401, -0.14597977216138203, -0.19463969621517604, -0.29195954432276405, -0.4379393164841461, -0.4379393164841461, -0.7298988608069101, -0.7298988608069101, -1.3138179494524382]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0003147920360788703, 0.009010041947476566, 0.018182291998527944, 0.025052458979189396, 0.03507416695356369, 0.04197250003926456, 0.0516882500378415, 0.05844216700643301, 0.06793354195542634, 0.07484124996699393, 0.08499958401080221, 0.09175662498455495, 0.10293516702950001, 0.10938116698525846, 0.11813812493346632, 0.12492016702890396, 0.13545737497042865, 0.14249433402437717, 0.1534869170282036, 0.16092874994501472, 0.1674504999537021, 0.17567366699222475, 0.1858417090261355, 0.19287704199086875, 0.20118462503887713, 0.20804850000422448, 0.21797354193404317, 0.22468891693279147, 0.23531745898071676, 0.24214108393061906, 0.2534479999449104, 0.2611280420096591, 0.26765954203438014, 0.27460458397399634, 0.28491329203825444, 0.2922037090174854, 0.3013316249707714, 0.30854679201729596, 0.31848133401945233, 0.3256770420121029, 0.33513216697610915, 0.3422380000120029, 0.3515947919804603, 0.3584929589414969, 0.36828016699291766, 0.3750045419437811]",4.016908625024371,4.031628083616185,4.027064958005212,4.23834254196845,5.028053374961019,5.0159649580018595,,,,,,,,274053,2024-04-15_15h03.02.279,pedestal_cursor_ibl,2023.2.3,None,2024-04-15 15h03.11.487997 +0200,
-35,1,0.61869807,-15,0.5,0.2,0.61869807,0,2,2,2,,,,,5.028053374961019,,,,,,,,,,,,,,,5.016223166952841,-0.19999999999999996,0.7,0.5,5.028053374961019,5.649361624964513,5.632724707946181,5.632739832974039,5.649361624964513,5.649361624964513,5.649361624964513,5.649361624964513,0.007702292059548199,5.648984541596534,5.744455166975968,433,526,6.159646124928258,1,0,"[-15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -15.000000000000002, -13.686182050547561, -12.956283189740654, -12.323704177041328, -12.323704177041328, -10.815246531373713, -9.939367898405424, -9.939367898405424, -6.387193442478462, -4.489456404380496, -2.8350189865514963, -1.131921644668708, 0.5711756972140842]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3138179494524382, 2.0437168102593484, 2.6762958229586706, 2.6762958229586706, 4.184753468626285, 5.060632101594576, 5.060632101594576, 8.61280655752154, 10.510543595619506, 12.164981013448504, 13.868078355331292, 15.571175697214084]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14597977216138203, -0.24329962026897006, -0.24329962026897006, -0.4379393164841461, -0.4865992405379401, -0.4865992405379401, -0.6812389367531162, -0.7785587848607042, -0.7785587848607042, -0.8758786329682922, -0.8758786329682922]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00029741600155830383, 0.009332415997050703, 0.01775687502231449, 0.02561237500049174, 0.034813832957297564, 0.04235050000716001, 0.05097437498625368, 0.05850174999795854, 0.06812208297196776, 0.07560741598717868, 0.08491716592106968, 0.09209320798981935, 0.10407654091250151, 0.1180992079898715, 0.12479066592641175, 0.1346217499813065, 0.14165337500162423, 0.15126170800067484, 0.15797524992376566, 0.16815995797514915, 0.17638779093977064, 0.18400854093488306, 0.1905795409111306, 0.20169037498999387, 0.20989083300810307, 0.21758033300284296, 0.2240641659591347, 0.2340252079302445, 0.24186166597064584, 0.25067720795050263, 0.2574429999804124, 0.2686143749160692, 0.2766044579911977, 0.2844717080006376, 0.2910297500202432, 0.301363707985729, 0.30925062496680766, 0.31734520802274346, 0.3237514999927953, 0.33467670797836035, 0.34155054099392146, 0.3513625409686938, 0.35825812502298504, 0.36797937494702637, 0.37632116593886167, 0.38414454099256545, 0.39226658293046057, 0.400633915909566, 0.40772274998016655, 0.4184086659224704, 0.42580691596958786, 0.4345597909996286, 0.44172050000634044, 0.4517454579472542, 0.45882954099215567, 0.4673656659433618, 0.474298374960199, 0.48463154095225036, 0.4917601249180734, 0.5007242079591379, 0.5077408329816535, 0.5182418749900535]",6.160678707994521,6.1751821246619025,6.167573624989018,6.368483416968957,7.174312041956,7.159907666966319,,,,,,,,274053,2024-04-15_15h03.02.279,pedestal_cursor_ibl,2023.2.3,None,2024-04-15 15h03.11.487997 +0200,
